serialno|hinc|rooms
3038417|55000|6
3038582|29500|4
3038837|7350|5
3038845|37500|9
3038947|23600|6
3039068|67000|9
3039160|10800|6
3039602|39900|8
3039682|40500|5
3039765|60200|7
3039789|43800|5
3039791|15000|6
3039815|56400|7
3039865|114200|9
3039893|333800|9
3040263|159000|5
3040323|63000|2
3040347|60200|4
3040503|43000|5
3040799|127300|3
3040877|21100|7
3040997|99000|6
3041156|49800|2
3041449|134060|7
3041457|18500|5
3041497|71000|5
3041738|75070|5
3041823|32400|5
3041971|39400|6
3042351|23000|5
3042355|160000|4
3042555|21500|6
3042756|47000|2
3043210|258200|9
3043264|52000|4
3043288|48000|5
3043324|97400|9
3043565|58800|5
3043977|27400|3
3044057|100800|9
3044104|40500|4
3044140|89600|8
3044200|53600|5
3044612|322000|9
3044710|65300|4
3044734|12040|3
3044798|40000|4
3044879|93700|8
3044929|60680|4
3044965|46200|6
3044989|108100|7
3045043|43000|2
3045053|38700|3
3045083|77000|8
3045180|98200|7
3045238|340800|1
3045316|99000|6
3045545|65000|8
3045599|195400|7
3046198|100000|7
3046388|74500|4
3046417|21200|3
3046463|35000|2
3046539|137000|7
3046575|19900|4
3046631|96400|7
3046682|32500|6
3046722|43200|5
3046995|55000|4
3047155|39000|5
3047222|7700|7
3047509|14300|4
3047517|111200|9
3047736|71100|4
3047758|38900|6
3047790|61000|8
3047874|145200|5
3048286|28240|6
3048376|192000|9
3048420|18040|8
3048555|221200|9
3048764|11400|5
3048770|25400|4
3048856|93110|7
3049065|62400|5
3049205|18500|8
3049216|38500|5
3049336|27700|5
3049545|57000|6
3049583|103800|7
3049934|20540|9
3050270|28000|5
3050597|2100|7
3050633|25000|4
3050826|54600|4
3051041|42300|4
3051055|67150|4
3051057|5800|6
3051336|26200|5
3051382|24800|5
3051470|27000|4
3051649|26400|6
3051669|21500|8
3051908|102800|6
3052111|68200|5
3052267|57000|4
3052601|72000|4
3052759|90400|5
3052828|9000|4
3053075|53500|4
3053281|36300|5
3053328|20900|8
3053645|30000|2
3053691|25000|4
3053998|39550|3
3054305|84330|7
3054402|59020|7
3054625|55000|7
3055084|62100|3
3055133|7900|5
3055311|2400|5
3055426|10000|8
3055661|72500|6
3055771|212000|7
3055952|61920|5
3056245|33000|4
3056689|105000|6
3056984|65400|7
3056990|44930|7
3057010|28500|4
3057072|76200|6
3057114|76000|3
3057408|120000|7
3057707|92000|8
3057934|81800|9
3058124|38000|6
3058271|35000|4
3058273|6000|5
3058514|58040|6
3058769|7200|3
3059024|33600|8
3059174|120000|5
3059223|10000|7
3059269|53500|8
3059407|63000|5
3059686|125200|8
3059847|20800|6
3060471|22300|5
3061206|155700|8
3061355|80000|2
3061361|47000|4
3061656|107000|8
3061674|33000|7
3061684|23350|3
3061783|21300|4
3061995|16000|5
3061997|41000|6
3062122|76000|5
3062277|322000|5
3062365|81300|6
3062429|36900|7
3062588|9800|3
3062596|60200|5
3062682|95650|5
3062760|68000|7
3062961|155000|9
3063033|10940|6
3063311|18300|6
3063317|58700|5
3063431|40300|5
3063600|68650|6
3063983|211374|8
3064063|5400|2
3064068|482000|4
3064144|56200|7
3064208|44500|6
3064222|11200|5
3064224|24000|5
3064294|13000|3
3064298|82850|7
3064503|96504|9
3064828|125200|9
3065300|300000|6
3065634|30200|3
3065734|21200|5
3065792|77000|7
3065977|27250|3
3066260|32300|4
3066366|5900|1
3066517|3600|5
3066527|322000|9
3066794|57000|4
3067186|53700|6
3067232|43600|7
3067517|52600|8
3067915|11600|1
3068328|42500|4
3068332|129050|7
3068340|175500|9
3068473|85000|2
3069310|146000|8
3069487|83000|7
3069878|46000|4
3069904|29000|8
3070075|50000|6
3070111|117710|6
3070228|7800|2
3070583|35500|6
3070758|22680|6
3070854|64000|4
3070866|39500|7
3071229|14400|4
3071242|153000|9
3071392|108710|8
3071639|52000|6
3071902|69160|5
3071942|56200|6
3072035|193000|8
3072318|59400|4
3072352|65200|9
3072494|78500|4
3072697|63000|4
3072780|33210|4
3073115|68800|9
3073149|60000|3
3073528|26800|7
3073561|4200|4
3073571|9640|4
3073615|14810|5
3073731|80000|7
3073783|63600|8
3074006|44000|7
3074073|98240|6
3074344|54390|5
3074462|15200|6
3075189|136700|9
3075478|191000|2
3075564|6050|4
3075856|7400|1
3075894|39000|5
3076097|51980|9
3076388|36500|5
3076464|24900|5
3076556|14200|5
3076721|85200|7
3077058|37000|5
3077285|48560|6
3077432|90000|7
3077502|90000|7
3077564|22100|5
3077667|118990|8
3077701|79400|4
3077717|44200|5
3078229|19000|3
3078719|55000|5
3079610|116400|8
3079618|120000|9
3079640|32500|5
3079747|34800|5
3079823|35000|5
3080004|38000|7
3080066|7500|1
3080088|89160|5
3080146|427300|5
3080246|48000|6
3080689|43500|5
3080850|17000|3
3080916|34880|4
3081205|95000|7
3081466|142400|9
3081481|28000|7
3081551|70000|8
3081591|36700|4
3082111|108000|6
3082161|17600|5
3082356|7810|4
3082446|52000|4
3082480|23900|7
3082687|30000|5
3082966|90800|5
3083113|38800|4
3083221|19600|8
3083352|128000|9
3083374|15800|8
3083523|155800|6
3083599|87000|6
3083655|18500|4
3083890|28600|5
3084119|15200|9
3084189|105000|3
3084237|26990|5
3084288|132000|5
3084350|100000|8
3084755|37000|4
3084797|5000|4
3084806|73450|6
3084904|47300|9
3084950|39500|5
3084956|19820|5
3084972|51900|9
3084998|43250|4
3085141|104800|6
3085177|18000|3
3085261|44500|2
3085496|90600|7
3085797|51150|4
3086036|94100|5
3086542|175100|9
3086898|71094|8
3087082|61000|8
3087159|11100|4
3087177|98400|7
3087211|86500|8
3087275|58000|9
3087398|54100|5
3087530|56000|7
3087598|68200|6
3087633|177000|8
3088060|39000|9
3088179|107300|5
3088478|50500|6
3088536|328000|4
3088558|40000|6
3088699|27700|4
3088835|11000|7
3088871|88000|8
3089074|30600|6
3089197|62000|6
3089791|41000|1
3090476|16800|2
3090576|3500|2
3090684|79200|7
3090755|43600|5
3090867|25900|4
3091064|81800|5
3091277|29700|7
3091281|31250|4
3091540|32000|5
3091610|26500|5
3091859|33020|2
3091903|81700|6
3091945|89000|6
3092124|24000|4
3092130|58000|4
3092453|93000|6
3092502|61400|7
3092516|14400|3
3092965|11700|6
3093212|30000|4
3093218|23860|7
3093389|46000|3
3093761|31500|4
3093887|17450|4
3093891|32400|6
3093917|111000|6
3094026|34800|5
3094293|76850|7
3094606|23600|5
3094664|75200|8
3094694|82500|9
3094708|47900|8
3094999|122800|6
3095060|22340|6
3095351|73040|4
3095359|328900|6
3095829|13800|5
3096162|17000|5
3096180|63000|4
3096331|135500|6
3096505|12400|8
3096808|7500|5
3096847|48100|5
3097001|25700|2
3097387|73500|8
3097429|47000|6
3097449|39000|8
3097503|83300|7
3097531|68500|6
3097654|18450|3
3097660|111000|7
3097722|230200|8
3097895|35100|4
1862547|45400|5
1862645|56880|7
1863298|73780|7
1863362|80460|7
1863571|30000|5
1863894|68300|7
1863896|80010|5
1864081|38100|2
1864105|29300|4
1864204|32700|7
1864258|32600|5
1864292|73890|8
1864438|38000|7
1864752|94400|5
1864814|34850|3
1864818|50000|9
1864948|91100|5
1865442|92400|7
1865810|58800|4
1865908|66200|4
1866346|680|3
1866615|29030|5
1866637|30000|2
1866669|118700|9
1866673|138000|9
1866691|28000|4
1866970|84000|7
1867396|48000|5
1867595|20600|6
1867765|12500|5
1867846|49500|5
1868113|24000|5
1868384|20000|4
1868538|45600|8
1868691|168000|4
1869048|71500|4
1869109|7000|5
1869450|28000|4
1869701|15300|2
1869729|84000|4
1870542|2900|3
1870739|3650|9
1870837|175020|9
1871418|78000|6
1871580|47000|5
1871639|58000|6
1871671|23600|5
1871829|172900|6
1871908|49000|4
1872006|40700|6
1872265|129000|5
1872404|214500|9
1872522|29300|3
1872683|6000|4
1872711|146770|9
1872715|51300|7
1872803|181000|5
1872835|27000|1
1872950|92000|5
1873219|24000|5
1873313|59000|7
1873490|40000|4
1873673|15000|4
1873721|166680|6
1873763|37220|8
1873942|29400|6
1873990|73150|9
1874104|92200|9
1874301|79390|7
1874652|73000|5
1874739|155904|7
1874807|19300|5
1874817|524000|6
1874901|6400|3
1874937|10000|4
1875046|16200|6
1875194|115000|3
1875237|83600|8
1875399|22100|5
1875704|97500|8
1875841|31400|5
1875851|34800|5
1875988|25000|7
1876225|21900|5
1876337|68000|3
1876339|36400|6
1876833|71000|7
1877126|204000|9
1877485|20100|6
1877560|2200|3
1877596|19000|3
1877913|67600|6
1878188|461300|9
1878455|206000|6
1878525|24300|5
1878582|175900|6
1878674|42200|4
1878819|12000|5
1878885|20000|6
1878887|49500|7
1879066|128100|7
1879082|20000|3
1879122|66300|9
1879156|72610|8
1879160|86600|6
1879455|60150|6
1879815|3800|4
1879873|68000|6
1880170|10300|4
1880236|110000|7
1880543|88900|8
1880636|102400|8
1880750|78400|6
1880863|100500|4
1880987|29000|6
1881160|84010|4
1881437|69630|8
1881778|87900|8
1881828|98850|7
1881913|62700|7
1881989|30500|5
1882636|111500|7
1882662|127000|5
1883505|55750|4
1883541|47000|6
1883913|92210|6
1883973|1700|3
1884031|75000|6
1884035|53000|4
1884196|45000|7
1884220|22900|7
1884244|85310|4
1884507|100600|5
1884633|61600|9
1885157|53600|6
1885384|47000|4
1885681|51040|2
1885685|322000|8
1885689|28500|6
1885728|55000|6
1886163|112000|8
1886197|62500|8
1886282|29800|5
1886378|56000|5
1887005|59450|6
1887059|33600|4
1887085|18500|3
1887252|59500|4
1887326|35000|5
1887553|74000|9
1887613|17300|4
1887707|45040|3
1888229|39500|7
1888434|116700|7
1888587|23990|4
1888661|65000|5
1888729|51700|5
1888798|445800|8
1888920|48000|4
1888992|58900|5
1889131|8600|5
1889364|53800|5
1889390|138350|5
1889488|36000|5
1889725|4800|7
1889729|19000|5
1889934|118000|9
1889960|197100|7
1890042|17300|4
1890597|24000|5
1890765|133000|9
1891044|37800|8
1891125|27300|5
1891568|50000|4
1891659|164400|7
1891848|17100|2
1891956|26000|6
1892173|13700|4
1892356|28850|3
1892438|55000|6
1892480|136200|6
1892502|135500|6
1892918|34220|7
1892974|86980|9
1893014|43160|4
1893205|49700|6
1893333|60000|4
1893398|7674|3
1894169|121600|9
1894183|68000|4
1894795|25700|5
1894859|26700|6
1895028|42500|6
1895164|77100|8
1895480|149400|5
1895590|186900|6
1895606|54000|2
1895660|12000|7
1895683|70900|6
1896008|25000|7
1896456|22000|6
1896622|16200|8
1896901|62000|6
1897474|7700|2
1897488|52000|6
1897508|34300|7
1897568|10000|4
1897624|95300|6
1897889|122600|7
1897901|89200|6
1898006|34300|8
1898074|20200|4
1898150|60000|6
1898297|24200|7
1898612|38000|4
1898668|19400|3
1898903|8000|6
1899805|138000|8
1899945|51000|7
1899973|105200|7
1900042|28020|3
1900367|27000|3
1900457|33000|5
1900581|34800|4
1900631|58000|5
1900663|81600|8
1900673|71000|8
1900777|18000|6
1901203|65500|9
1901322|152070|6
1901811|75800|4
1902261|19700|3
1902597|36000|7
1902691|21200|5
1902709|19004|4
1902827|122300|7
1902904|70350|3
1903191|67000|7
1903462|327500|9
1903552|31360|4
1903578|60590|9
1903681|82100|7
1903954|31300|6
1904221|14880|2
1904361|15000|3
1904612|120400|9
1904616|22000|4
1904693|52300|6
1904972|17000|7
1904978|4800|6
1905102|40800|5
1905132|67700|7
1905217|77000|4
1905586|81400|7
1905598|64500|5
1906648|22800|5
1906819|66040|8
1906962|104560|8
1906992|158000|5
1907012|12500|5
1907102|44000|6
1907263|55800|5
1907383|129400|7
1907464|5600|5
1907510|51200|3
1907867|31400|5
1907881|15700|3
1908008|19500|5
1908058|77000|9
1908216|5900|1
1908688|109000|6
1908708|60100|6
1909044|77300|2
1909140|99170|6
1909188|55600|7
1909196|322040|9
1909548|90000|6
1909664|150500|7
1909773|2400|6
1909811|13980|5
1910281|33000|5
1910534|27000|4
1910698|55000|6
1910732|80000|7
1910762|33000|4
1910813|17000|3
1910883|9700|1
1910925|144400|5
1911021|37200|6
1911483|81900|6
1912009|48800|7
1912132|255500|9
1912150|70200|7
1912312|20000|4
1912517|52500|6
1912720|132700|8
1912923|42800|5
1912929|32990|3
1912931|36400|5
1913224|35500|4
1913957|95000|9
1914035|26100|9
1914172|4800|3
1914505|128900|7
1914774|88500|9
1914780|15000|2
1914794|45000|6
1914834|34100|6
1914905|7600|5
1914961|77000|7
1915105|15000|7
1915405|19700|7
1915742|50600|4
1915798|67500|8
1915814|42200|4
1916041|78000|2
1916099|40800|5
1916121|108300|8
1916226|44900|7
1916760|20600|9
1916814|64500|5
1917063|58000|6
1917270|18500|4
1917647|21000|5
1917796|13100|8
1918183|68800|9
1918306|61300|5
1918736|37000|1
1918794|6300|5
1918952|91000|4
1919450|70900|7
1919491|32700|4
1919653|79800|6
1919711|112000|6
1919721|68600|9
1920033|114000|8
1920145|45000|2
1921055|57000|7
1921105|7700|3
1921137|76000|6
1921372|60200|7
1921539|28200|5
1921565|12800|4
1922410|65000|5
1922733|35000|5
1923093|128150|7
1923195|133300|8
1923388|20500|3
1923408|18930|1
1923414|134000|7
1923532|67120|8
1923613|89160|5
1924781|46800|6
1924855|41700|6
1925088|70000|2
1925100|11500|3
1925570|14700|2
1925821|605300|9
1925932|20200|2
1926205|103000|3
1926516|134790|6
1926578|110000|8
1926661|108000|9
1927022|346800|7
1927367|94300|7
1928058|31610|6
1928819|27500|6
1928945|16000|6
1929329|145710|8
1929429|12670|2
1929604|114500|6
1929907|35800|5
1929931|81000|6
1929961|71200|5
1930255|29900|4
1930317|28780|5
1930413|39200|5
1930895|110000|7
1931034|167600|9
1931098|49000|5
1931582|690|5
1932562|67000|6
1932632|2800|4
1932656|120014|8
1932780|26600|3
1932927|33400|7
1933104|107780|7
1933128|115000|6
1933296|41804|5
1933405|43220|5
1933461|22070|4
1933746|50100|4
1933780|12360|5
1934186|77400|6
1934214|268350|1
1934493|66200|9
1934664|74000|9
1934712|52700|3
1934804|333800|9
1934891|95200|7
1935328|13000|5
1935407|27900|4
1935523|143000|8
1936083|271500|8
1936099|33400|5
1936308|20860|4
3097941|80000|7
3098005|334400|9
3098077|11000|3
3098208|59200|5
3098443|47000|5
3098820|18600|5
3099121|57000|7
3099194|12200|9
3099521|66000|5
3099557|8190|4
3099700|110200|6
3099762|466300|9
3099810|17100|2
3099822|154000|3
3099852|102000|3
3100260|78000|4
3100957|45000|4
3101214|53720|5
3101595|93500|7
3101724|61000|8
3101730|76300|8
3101802|322000|6
3101987|50400|8
3102013|6400|9
3102302|98500|6
3102330|52000|5
3102587|84200|5
3102758|68000|4
3102784|75000|3
3102890|10200|6
3102910|120500|9
3102932|45000|7
3102954|13800|7
3103015|10200|8
3103133|78300|6
3103474|103700|8
3103535|279000|9
3103601|30000|3
3103856|42000|6
3103948|42360|3
3104011|41200|5
3104093|59000|8
3104687|23320|3
3104790|117900|9
3104978|59000|3
3104986|69000|4
3105075|18000|8
3105432|132000|9
3105966|27900|4
3106073|100000|8
3106111|13980|5
3106342|22400|1
3106344|41900|5
3106376|41100|5
3106378|52020|6
3106424|48800|6
3106430|43000|8
3106695|89030|6
3106795|118050|7
3106974|48800|5
3107265|187500|7
3107291|184800|9
3107894|17360|4
3107980|11300|4
3108113|82000|7
3108323|56000|6
3108506|22400|9
3108566|27000|3
3109012|34000|6
3109054|20000|3
3109641|80700|6
3109695|13870|9
3110195|20000|7
3110289|31600|3
3110337|131900|6
3110761|45400|4
3110990|62900|6
3111229|31000|6
3111901|31500|6
3112050|87000|9
3112193|38500|6
3112321|41000|7
3112357|7400|2
3112472|54200|6
3112656|26520|5
3112690|66500|5
3112715|17000|6
3112791|438000|9
3112851|218000|9
3113052|80710|7
3113662|165000|6
3113843|43000|6
3113981|61200|5
3114275|18000|6
3114650|7300|2
3115479|61000|9
3115640|30000|5
3115660|102300|9
3115867|7000|9
3115917|39000|5
3116262|82000|8
3116272|58050|5
3116343|71900|8
3116385|48550|3
3116463|62800|7
3116537|82000|5
3116698|77000|4
3116770|24000|5
3117019|6700|3
3117282|55010|9
3117624|53000|7
3117891|22100|4
3117981|65800|3
3118200|22000|5
3118694|91700|5
3118738|44200|6
3119212|92000|3
3119575|8400|3
3119599|71800|9
3120053|82100|3
3120421|23000|3
3120523|78800|7
3120646|64000|4
3121051|44300|6
3121577|10300|3
3121655|39000|4
3121659|33000|5
3121728|41270|3
3121744|82100|9
3121776|4600|7
3121880|20200|9
3122218|20000|6
3122276|137730|8
3122396|41000|7
3122503|21700|7
3122525|37000|4
3122700|46800|6
3122716|112000|6
3122768|10000|6
3122792|106000|9
3122820|78000|7
3123103|412000|8
3123244|141100|8
3123296|6700|1
3123374|71370|6
3123384|8000|4
3123442|15700|1
3123571|96700|7
3123623|63000|8
3123673|75000|4
3123910|390510|8
3124043|96290|7
3124165|37000|7
3124306|41400|5
3124894|41300|6
3125145|40900|5
3125424|106330|9
3125645|52340|4
3125960|28500|4
3126185|18800|8
3126259|15700|5
3126693|57000|5
3126826|53260|6
3127020|35000|5
3127271|46100|5
3127324|75000|4
3127348|34260|8
3127398|20600|7
3127414|28000|3
3127488|50400|6
3127870|70400|7
3128111|25400|5
3128267|79310|5
3128275|1600|4
3128589|38200|9
3128667|21700|3
3128691|323000|8
3129000|73550|6
3129295|21200|6
3129408|113630|9
3129446|68500|5
3129500|52700|7
3129735|69000|8
3130386|21600|4
3130622|81000|7
3130667|24610|5
3130869|37908|3
3131058|252200|8
3131092|32000|5
3131165|61000|3
3131187|73000|6
3131651|64000|7
3131980|45000|3
3132062|48000|4
3132245|375400|9
3132329|54000|7
3132664|11500|5
3132711|70000|7
3132797|71600|6
3132827|38500|4
3132839|117300|9
3132998|17300|2
3133193|74000|9
3133351|67000|5
3133393|31060|5
3133516|130000|9
3133632|23000|3
3133905|60004|7
3134186|70000|5
3134323|41600|4
3134329|36010|7
3134335|103000|5
3134345|14600|5
3134638|61400|7
3134694|72700|8
3134727|25000|5
3134755|84600|5
3134819|54300|9
3134955|66000|6
3135144|93900|9
3135253|364200|9
3135319|70500|8
3135475|26000|6
3135568|18000|4
3135634|60000|6
3135704|360790|8
3135905|150000|9
3136112|190900|9
3136244|12700|3
3136425|91220|6
3136644|112750|8
3136756|105500|8
3136923|87000|5
3136939|7200|3
3137090|19500|8
3137102|43200|5
3137515|38500|7
3138993|49000|4
3139465|19800|5
3139600|61780|9
3139867|38200|7
3139955|55100|8
3140120|159100|7
3140190|27500|7
3140417|33230|3
3140822|10000|9
3141059|3000|3
3141447|304960|8
3141525|62600|9
3141541|122000|7
3141549|37000|2
3141736|50000|2
3141830|44400|5
3142234|25100|6
3142664|30000|5
3142706|31000|6
3142915|71320|9
3143115|7200|3
3143318|38400|7
3143469|26000|4
3143563|56000|8
3143704|61100|6
3143738|50000|8
3143812|27000|5
3143822|14800|7
3144063|42400|8
3144191|94000|5
3144593|69800|4
3144613|104000|4
3144876|9400|3
3145203|28400|5
3145519|31700|8
3145605|7000|3
3145755|89000|6
3145859|70000|6
3146293|70010|3
3146616|80000|9
3146630|186700|9
3146688|13000|6
3146799|102600|9
3146835|52000|2
3146903|60020|7
3147154|16030|4
3147365|17440|2
3148090|34500|4
3148258|74750|7
3148427|139000|7
3148449|37000|5
3148686|2200|1
3148935|25000|3
3149865|42100|6
3150071|56500|5
3150088|100000|9
3150258|96730|7
3150339|34720|3
3150589|6800|4
3150602|195900|6
3150844|40220|8
3151097|14000|1
3151230|27000|2
3151350|67700|6
3151387|93030|9
3151405|126340|6
3151427|46000|3
3151511|15600|3
3151579|55400|6
3151822|19400|5
3152180|159000|7
3152198|50000|9
3152591|680|3
3152593|49000|6
3152646|132300|9
3152872|56030|5
3152931|50150|8
3153413|38000|5
3154176|65400|4
3154240|37150|3
3154467|137000|7
3154527|40000|3
3154716|104000|4
3154977|5400|4
3154983|140000|3
3155264|67000|2
3155268|28400|7
3155318|77500|6
3155473|29120|5
3155714|45000|1
3155792|32000|3
3155926|320000|8
3155962|91000|6
3155971|79100|5
3156414|11100|4
3156770|27700|5
3157009|12000|5
3157045|57500|5
3157308|19600|8
3157444|64300|7
3157647|115250|8
3158091|97200|4
3158336|7800|3
3158537|92800|7
3158938|75880|2
3159103|136000|9
3159125|184300|8
3159171|126000|5
3159225|33600|8
3159703|181600|8
3159723|141000|6
3159910|73900|8
3160199|28000|7
3160213|62000|7
3160406|50500|8
3160540|379080|9
3160683|88800|5
3160803|111000|7
3160996|91000|5
3161040|182800|7
3161257|63000|6
3161765|17300|5
3161769|34290|9
3161942|9900|3
3163122|74000|8
3163271|37000|6
3163287|21500|6
3163347|72400|5
3163494|45330|5
3163659|110430|5
3163773|25000|6
3163887|348000|8
3163924|12300|8
3164156|9600|5
3164189|17500|5
3164233|30000|6
3164391|103000|6
3164486|59800|7
3164500|99000|6
3164779|18000|5
3165201|82600|5
3165375|49000|6
3165415|33400|3
3165699|27280|3
3165715|36900|9
3165791|31000|6
3166231|80000|4
3166582|13200|5
3166863|137000|5
3166867|50800|3
3166913|2100|8
3167307|152500|9
3167353|45000|6
3167606|47000|4
3167817|156000|7
3167849|97300|7
3168146|53100|6
3168451|113900|8
3168465|143800|6
3168499|65220|6
3168779|63100|6
3169054|47000|4
3169216|178300|9
3169232|56000|3
3169724|45000|7
3169885|650|3
3170146|10100|2
3170274|26800|7
3170690|100100|5
1936316|40000|3
1936407|16200|2
1936515|49900|5
1936635|167100|7
1936656|322000|3
1937135|95600|9
1937549|85000|8
1937565|74300|4
1937651|11300|7
1937653|54900|6
1937748|11000|4
1937782|86500|5
1938184|7700|2
1938292|124400|7
1938326|90500|4
1938404|142670|6
1938420|19500|5
1938535|57400|6
1938639|69600|4
1938649|61600|5
1938671|13000|4
1938764|40000|5
1938963|30400|7
1938983|144000|9
1939031|79800|7
1939113|65500|5
1939181|13000|4
1939573|70000|3
1939663|9400|6
1939786|322200|6
1940165|75700|8
1940701|31800|8
1940834|57100|4
1940868|13700|1
1940912|74050|8
1941095|46000|6
1941129|23740|4
1941296|171000|7
1941537|49300|9
1941559|7050|9
1941665|83500|6
1941782|26000|3
1941792|37600|9
1941802|15440|2
1941840|39600|6
1941844|29270|6
1941890|65900|9
1941978|32300|7
