sl_no,gender,age,address,Medu,Fedu,Mjob,Fjob,famsup,paid,activities,internet,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary
1346,M,21,U,3,4,other,teacher,no,no,no,yes,83,Central,61,Central,Arts,60,Sci&Tech,No,60,Mkt&Fin,53,Placed,250000
1347,M,22,U,2,1,other,teacher,yes,yes,yes,yes,81,Central,86,State,Science,53,Comm&Mgmt,Yes,76,Mkt&Fin,62,Not Placed,
1348,F,20,U,4,1,services,other,yes,yes,yes,no,60,State,85,State,Commerce,54,Comm&Mgmt,Yes,61,Mkt&HR,57,Placed,300000
1349,M,21,U,3,4,at_home,at_home,no,yes,no,no,77,Private,67,State,Science,59,Sci&Tech,No,81,Mkt&HR,70,Placed,200000
1350,F,19,U,2,3,at_home,at_home,yes,no,yes,no,80,State,54,State,Commerce,72,Comm&Mgmt,No,83,Mkt&HR,77,Not Placed,
1351,F,18,U,4,4,health,at_home,yes,no,no,yes,68,State,95,Private,Science,50,Sci&Tech,No,57,Mkt&HR,68,Not Placed,
1352,M,18,U,1,3,services,health,no,no,no,no,93,State,70,State,Arts,77,Sci&Tech,No,77,Mkt&Fin,80,Placed,250000
1353,M,18,U,4,1,other,health,yes,no,yes,no,84,Private,58,State,Science,65,Comm&Mgmt,Yes,90,Mkt&Fin,54,Not Placed,
1354,F,22,R,2,1,teacher,teacher,yes,yes,no,yes,62,Private,56,State,Arts,51,Comm&Mgmt,No,90,Mkt&HR,69,Placed,300000
1355,M,22,R,2,2,other,other,yes,no,yes,yes,66,Central,67,Central,Commerce,53,Comm&Mgmt,Yes,83,Mkt&HR,68,Not Placed,
1356,F,21,U,3,4,at_home,services,no,no,yes,no,64,State,55,Central,Arts,71,Comm&Mgmt,No,83,Mkt&Fin,74,Not Placed,
1357,F,22,R,3,3,other,at_home,no,no,no,no,53,Private,69,State,Science,65,Comm&Mgmt,Yes,88,Mkt&Fin,74,Not Placed,
1358,F,21,U,4,4,teacher,at_home,no,yes,no,yes,66,Private,65,Private,Commerce,54,Comm&Mgmt,No,56,Mkt&HR,81,Not Placed,
1359,F,19,U,4,4,at_home,health,no,yes,no,no,89,Private,67,Private,Commerce,76,Comm&Mgmt,Yes,86,Mkt&HR,56,Placed,250000
1360,F,20,U,2,1,at_home,services,yes,no,no,yes,50,Central,53,Private,Commerce,90,Comm&Mgmt,Yes,87,Mkt&Fin,87,Placed,350000
1361,M,19,R,2,3,health,services,yes,no,no,yes,52,State,56,State,Science,86,Sci&Tech,No,91,Mkt&HR,51,Placed,350000
1362,F,22,U,2,3,health,services,no,yes,yes,no,50,State,66,Private,Commerce,90,Sci&Tech,No,78,Mkt&Fin,57,Placed,200000
1363,F,19,R,4,3,health,other,no,no,yes,no,77,Central,82,Private,Commerce,94,Sci&Tech,No,80,Mkt&Fin,56,Placed,500000
1364,F,18,U,2,1,health,at_home,no,no,yes,yes,95,State,51,Central,Commerce,89,Comm&Mgmt,No,76,Mkt&Fin,75,Placed,400000
1365,F,20,R,2,2,services,other,yes,yes,yes,yes,54,State,83,State,Arts,95,Sci&Tech,No,80,Mkt&HR,59,Not Placed,
1366,F,18,U,4,1,health,health,yes,no,yes,yes,74,Central,93,Central,Commerce,51,Comm&Mgmt,No,84,Mkt&Fin,62,Not Placed,
1367,M,20,R,4,3,services,health,no,yes,yes,yes,60,State,73,State,Science,94,Comm&Mgmt,Yes,90,Mkt&Fin,66,Placed,200000
1368,F,20,R,1,3,at_home,health,yes,no,no,no,85,Private,50,State,Science,58,Comm&Mgmt,No,52,Mkt&HR,74,Not Placed,
1369,M,23,U,4,2,at_home,teacher,no,no,no,no,69,State,85,Private,Science,65,Sci&Tech,No,86,Mkt&HR,71,Placed,250000
1370,F,18,U,3,4,at_home,other,yes,no,no,yes,93,State,64,Private,Arts,61,Sci&Tech,Yes,89,Mkt&Fin,92,Not Placed,
1371,F,23,U,2,3,at_home,other,no,no,yes,yes,50,Central,55,State,Commerce,67,Comm&Mgmt,Yes,75,Mkt&HR,64,Not Placed,
1372,F,20,U,2,2,teacher,at_home,yes,yes,no,no,75,Private,87,Private,Arts,70,Sci&Tech,No,68,Mkt&Fin,94,Placed,250000
1373,M,23,R,2,3,health,teacher,no,yes,no,no,90,Central,74,Central,Arts,75,Sci&Tech,Yes,61,Mkt&Fin,69,Placed,200000
1374,F,21,U,1,4,at_home,services,no,yes,no,no,56,Central,82,Private,Commerce,55,Comm&Mgmt,No,95,Mkt&HR,67,Not Placed,
1375,M,21,U,4,1,at_home,at_home,yes,yes,no,no,54,Central,59,Private,Commerce,58,Sci&Tech,Yes,61,Mkt&Fin,93,Not Placed,
1376,F,22,U,2,3,at_home,other,yes,no,yes,yes,64,Central,95,State,Arts,86,Sci&Tech,No,63,Mkt&HR,52,Placed,250000
1377,M,18,U,2,3,other,health,yes,no,yes,no,92,Central,50,Private,Science,83,Comm&Mgmt,Yes,55,Mkt&Fin,94,Placed,300000
1378,M,19,U,2,2,at_home,at_home,no,yes,no,yes,55,Central,76,Central,Science,86,Sci&Tech,Yes,76,Mkt&Fin,92,Not Placed,
1379,F,22,U,1,3,health,at_home,yes,no,yes,no,83,State,58,State,Science,65,Comm&Mgmt,No,87,Mkt&Fin,54,Not Placed,
1380,M,22,R,1,1,services,at_home,no,yes,yes,no,73,Central,93,Private,Arts,77,Comm&Mgmt,No,86,Mkt&HR,92,Not Placed,
1381,F,23,U,2,1,services,health,no,yes,no,yes,77,Private,81,State,Science,53,Comm&Mgmt,No,70,Mkt&Fin,51,Placed,200000
1382,F,23,R,4,3,services,at_home,yes,no,no,yes,93,State,91,Private,Science,52,Comm&Mgmt,No,88,Mkt&Fin,55,Not Placed,
1383,M,21,R,2,2,other,other,no,yes,no,no,95,Central,51,Private,Arts,81,Sci&Tech,No,55,Mkt&Fin,73,Not Placed,
1384,F,21,U,3,3,health,services,no,no,no,yes,63,Private,72,Central,Arts,91,Sci&Tech,No,82,Mkt&Fin,54,Not Placed,
1385,F,23,U,1,4,health,at_home,yes,yes,no,no,85,Central,84,Private,Commerce,65,Comm&Mgmt,No,90,Mkt&Fin,90,Placed,350000
1386,M,18,R,1,3,teacher,at_home,yes,yes,yes,yes,58,Central,67,Central,Arts,59,Comm&Mgmt,Yes,68,Mkt&Fin,81,Placed,250000
1387,F,23,R,4,4,other,health,yes,no,no,yes,68,State,64,State,Commerce,82,Comm&Mgmt,No,84,Mkt&HR,50,Not Placed,
1388,M,21,U,4,2,health,at_home,yes,no,yes,yes,95,Private,79,State,Arts,73,Sci&Tech,No,61,Mkt&Fin,73,Not Placed,
1389,M,20,U,4,1,teacher,other,yes,yes,yes,no,64,State,91,State,Science,62,Comm&Mgmt,Yes,69,Mkt&HR,81,Placed,250000
1390,M,21,R,4,4,other,health,no,yes,no,yes,78,Private,70,Private,Science,86,Sci&Tech,No,54,Mkt&Fin,67,Not Placed,
1391,F,20,U,3,1,at_home,other,yes,yes,no,no,95,State,56,Private,Commerce,95,Sci&Tech,Yes,86,Mkt&HR,65,Placed,300000
1392,M,22,R,2,3,services,teacher,no,yes,no,yes,85,Central,79,Central,Arts,81,Sci&Tech,No,95,Mkt&HR,94,Not Placed,
1393,F,18,R,4,4,at_home,services,no,no,no,no,94,State,64,Private,Science,74,Comm&Mgmt,No,95,Mkt&Fin,89,Not Placed,
1394,F,23,R,4,4,at_home,at_home,no,no,no,no,79,State,69,Central,Science,65,Sci&Tech,No,79,Mkt&HR,53,Placed,350000
1395,M,22,R,2,3,teacher,services,yes,no,no,yes,76,Private,79,State,Arts,62,Sci&Tech,No,90,Mkt&Fin,75,Not Placed,
1396,M,20,U,1,4,health,teacher,no,yes,no,yes,85,Central,56,Central,Science,59,Sci&Tech,No,88,Mkt&HR,57,Placed,300000
1397,M,19,R,1,2,other,teacher,yes,no,yes,no,66,Central,88,Central,Science,75,Sci&Tech,Yes,52,Mkt&Fin,72,Not Placed,
1398,M,23,R,4,3,at_home,teacher,no,yes,no,yes,79,Private,83,Private,Commerce,52,Comm&Mgmt,Yes,52,Mkt&HR,52,Placed,250000
1399,F,22,R,4,3,health,health,yes,yes,no,yes,87,State,64,Central,Commerce,65,Comm&Mgmt,No,58,Mkt&Fin,62,Placed,455000
1400,F,18,U,2,2,at_home,teacher,no,no,yes,yes,60,Central,77,Private,Arts,88,Comm&Mgmt,No,89,Mkt&Fin,58,Placed,350000
1401,M,20,U,2,1,other,health,no,yes,yes,yes,66,State,76,Central,Science,93,Sci&Tech,No,87,Mkt&HR,94,Not Placed,
1402,M,19,R,3,1,services,other,no,yes,no,no,74,State,73,Central,Science,51,Sci&Tech,No,54,Mkt&Fin,83,Placed,400000
1403,F,20,U,2,4,at_home,services,yes,no,yes,no,81,Private,62,Central,Arts,80,Comm&Mgmt,No,64,Mkt&HR,62,Not Placed,
1404,F,19,R,2,2,teacher,services,no,yes,no,no,83,Central,78,Private,Commerce,87,Sci&Tech,Yes,93,Mkt&HR,77,Placed,300000
1405,F,20,U,2,4,other,health,no,yes,no,yes,68,Central,83,State,Science,66,Comm&Mgmt,Yes,87,Mkt&Fin,72,Placed,255000
1406,F,21,R,1,2,health,health,no,yes,no,no,61,Central,67,Private,Commerce,52,Sci&Tech,Yes,56,Mkt&HR,58,Placed,350000
1407,F,19,R,3,4,services,services,no,yes,yes,yes,68,Private,57,State,Commerce,58,Sci&Tech,Yes,90,Mkt&HR,59,Not Placed,
1408,M,20,U,2,1,health,health,no,no,no,yes,56,Private,88,State,Commerce,91,Comm&Mgmt,No,82,Mkt&HR,67,Placed,200000
1409,M,18,U,1,4,at_home,teacher,no,yes,yes,no,73,State,72,State,Commerce,51,Sci&Tech,Yes,58,Mkt&HR,70,Placed,300000
1410,M,22,U,3,3,services,other,yes,yes,no,no,76,Central,53,Central,Science,73,Sci&Tech,Yes,59,Mkt&Fin,52,Placed,400000
1411,M,18,U,3,3,services,health,yes,yes,no,no,75,Central,82,Central,Commerce,74,Comm&Mgmt,Yes,77,Mkt&HR,91,Not Placed,
1412,F,19,R,1,1,other,health,yes,yes,yes,yes,58,Central,76,Central,Arts,51,Sci&Tech,Yes,82,Mkt&Fin,67,Not Placed,
1413,M,18,R,3,2,at_home,other,yes,no,no,yes,68,Private,71,State,Arts,71,Sci&Tech,No,63,Mkt&Fin,85,Placed,250000
1414,F,22,R,1,1,other,other,yes,yes,no,no,76,Central,68,State,Arts,88,Comm&Mgmt,No,88,Mkt&Fin,66,Not Placed,
1415,F,18,U,2,2,at_home,services,yes,no,yes,no,60,Central,60,State,Arts,66,Sci&Tech,Yes,71,Mkt&Fin,54,Placed,200000
1416,M,20,U,4,4,other,services,no,yes,yes,no,94,Private,95,Private,Arts,66,Sci&Tech,Yes,81,Mkt&Fin,60,Placed,400000
1417,M,18,U,1,1,health,teacher,no,no,yes,no,57,Private,52,Private,Commerce,71,Comm&Mgmt,Yes,58,Mkt&HR,68,Placed,500000
1418,F,23,R,1,3,teacher,health,yes,yes,no,yes,53,Private,83,Central,Arts,69,Sci&Tech,No,84,Mkt&HR,86,Placed,350000
1419,F,21,U,4,2,other,teacher,yes,no,no,yes,90,State,82,State,Arts,53,Sci&Tech,No,89,Mkt&HR,91,Not Placed,
1420,F,21,U,2,4,at_home,other,yes,no,no,no,75,Private,93,Private,Arts,57,Comm&Mgmt,No,52,Mkt&Fin,70,Placed,250000
1421,F,22,R,2,2,services,other,no,no,yes,no,54,Private,51,Central,Science,83,Comm&Mgmt,No,76,Mkt&HR,60,Not Placed,
1422,F,19,U,1,2,services,at_home,yes,no,yes,no,90,Central,73,State,Science,83,Comm&Mgmt,Yes,75,Mkt&Fin,86,Not Placed,
1423,F,23,U,3,1,teacher,at_home,yes,no,yes,no,85,State,78,State,Arts,65,Comm&Mgmt,No,51,Mkt&HR,86,Not Placed,
1424,M,18,U,4,1,teacher,other,yes,yes,yes,yes,94,Private,50,Central,Arts,89,Comm&Mgmt,No,78,Mkt&HR,68,Placed,250000
1425,M,20,R,3,1,at_home,health,no,no,yes,yes,53,State,86,Private,Commerce,79,Comm&Mgmt,No,81,Mkt&Fin,53,Placed,200000
1426,M,19,U,2,3,at_home,teacher,no,no,no,yes,87,Private,68,State,Commerce,79,Sci&Tech,No,77,Mkt&HR,75,Placed,350000
1427,M,21,R,3,1,other,at_home,yes,no,yes,no,88,Central,66,Private,Science,61,Sci&Tech,No,78,Mkt&HR,71,Not Placed,
1428,F,22,U,1,3,teacher,teacher,no,yes,no,no,94,Central,87,Central,Science,68,Sci&Tech,No,93,Mkt&HR,56,Placed,250000
1429,F,19,R,1,2,services,services,yes,no,yes,yes,64,State,90,Private,Science,74,Sci&Tech,No,53,Mkt&Fin,51,Placed,455000
1430,F,20,R,2,3,other,services,no,no,yes,no,75,Central,62,Central,Science,80,Sci&Tech,No,66,Mkt&Fin,75,Not Placed,
1431,F,22,U,4,2,services,health,yes,yes,no,no,91,Private,62,Private,Arts,79,Comm&Mgmt,No,81,Mkt&Fin,66,Placed,350000
1432,F,20,R,4,1,at_home,other,yes,no,no,no,81,Central,81,Central,Commerce,71,Sci&Tech,Yes,68,Mkt&Fin,63,Placed,300000
1433,M,20,U,3,4,teacher,at_home,no,yes,yes,no,53,State,77,Central,Commerce,95,Comm&Mgmt,No,92,Mkt&HR,71,Not Placed,
1434,M,23,U,1,1,health,services,no,no,no,yes,82,State,64,Central,Arts,76,Sci&Tech,No,76,Mkt&Fin,85,Placed,200000
1435,F,23,U,3,1,teacher,at_home,no,yes,no,yes,70,State,70,Private,Commerce,75,Sci&Tech,Yes,50,Mkt&HR,63,Placed,350000
1436,F,19,U,1,1,teacher,services,no,yes,yes,yes,85,Central,66,Private,Science,79,Comm&Mgmt,Yes,91,Mkt&Fin,93,Not Placed,
1437,F,19,R,2,1,teacher,teacher,yes,no,no,yes,80,Central,65,State,Commerce,60,Sci&Tech,No,66,Mkt&HR,87,Placed,250000
1438,M,19,U,3,3,services,other,yes,no,no,no,86,State,77,Central,Commerce,51,Comm&Mgmt,Yes,58,Mkt&Fin,63,Placed,300000
1439,M,22,U,2,3,teacher,services,yes,yes,no,no,65,Central,52,State,Science,90,Sci&Tech,No,85,Mkt&HR,83,Placed,200000
1440,M,19,R,2,3,health,services,yes,no,yes,no,70,Central,88,State,Commerce,94,Comm&Mgmt,Yes,94,Mkt&HR,55,Not Placed,
1441,M,19,U,3,3,at_home,other,yes,no,no,yes,80,Private,51,Private,Commerce,66,Sci&Tech,No,62,Mkt&HR,67,Placed,200000
1442,M,20,R,4,2,teacher,other,yes,yes,yes,yes,86,State,63,Private,Commerce,85,Comm&Mgmt,Yes,90,Mkt&HR,68,Placed,250000
1443,M,21,U,3,4,teacher,health,yes,yes,no,no,62,State,64,Private,Arts,56,Comm&Mgmt,Yes,86,Mkt&Fin,58,Placed,350000
1444,M,23,U,3,1,services,teacher,no,no,no,no,57,State,79,Private,Commerce,64,Comm&Mgmt,Yes,75,Mkt&HR,74,Not Placed,
1445,M,21,R,2,1,teacher,other,no,no,yes,no,62,State,91,State,Arts,67,Comm&Mgmt,Yes,87,Mkt&HR,84,Placed,250000
1446,M,20,R,4,3,health,teacher,no,yes,yes,no,82,Private,78,State,Arts,71,Sci&Tech,No,92,Mkt&Fin,52,Not Placed,
1447,M,23,R,1,2,at_home,other,yes,yes,yes,no,89,State,80,Central,Arts,85,Comm&Mgmt,Yes,51,Mkt&HR,84,Placed,200000
1448,F,20,U,1,4,teacher,services,yes,yes,yes,yes,66,Central,85,Central,Commerce,66,Sci&Tech,Yes,51,Mkt&HR,73,Not Placed,
1449,M,23,U,1,3,other,other,yes,yes,yes,no,68,Central,76,Central,Commerce,66,Sci&Tech,No,87,Mkt&HR,78,Not Placed,
1450,F,19,R,3,3,teacher,health,no,no,yes,no,92,State,76,State,Commerce,78,Comm&Mgmt,Yes,73,Mkt&HR,83,Not Placed,
1451,M,19,R,4,4,services,teacher,yes,no,no,yes,77,Private,58,Central,Arts,72,Sci&Tech,No,81,Mkt&HR,79,Placed,350000
1452,M,22,R,3,1,services,other,no,no,no,no,78,Central,64,Central,Science,67,Comm&Mgmt,Yes,76,Mkt&Fin,89,Not Placed,
1453,F,21,U,3,2,services,teacher,no,no,no,yes,78,Private,71,State,Arts,78,Comm&Mgmt,No,56,Mkt&Fin,86,Placed,250000
1454,M,21,U,1,1,health,teacher,yes,yes,no,no,93,Private,58,Central,Science,79,Sci&Tech,No,77,Mkt&Fin,59,Not Placed,
1455,F,20,R,3,3,health,at_home,yes,yes,no,yes,82,State,58,State,Science,67,Sci&Tech,No,55,Mkt&Fin,91,Placed,300000
1456,F,23,U,4,2,other,teacher,no,no,yes,no,89,Central,54,Central,Arts,70,Sci&Tech,No,77,Mkt&HR,55,Not Placed,
1457,F,22,U,4,4,other,teacher,no,no,yes,no,90,State,66,Private,Commerce,82,Sci&Tech,Yes,65,Mkt&HR,72,Not Placed,
1458,M,18,U,2,1,other,other,yes,no,yes,no,52,Private,91,State,Commerce,83,Comm&Mgmt,Yes,74,Mkt&HR,94,Not Placed,
1459,F,18,U,4,2,teacher,other,yes,yes,no,no,71,Central,94,Private,Science,84,Comm&Mgmt,No,57,Mkt&Fin,62,Not Placed,
1460,M,20,R,2,1,teacher,services,no,no,yes,no,51,State,51,Central,Commerce,50,Sci&Tech,Yes,94,Mkt&Fin,82,Placed,250000
1461,F,23,R,1,3,teacher,other,no,yes,no,no,60,Central,60,Private,Science,87,Comm&Mgmt,No,79,Mkt&Fin,54,Not Placed,
1462,F,19,U,2,4,teacher,at_home,yes,no,no,yes,72,Central,89,Central,Arts,51,Comm&Mgmt,Yes,83,Mkt&HR,93,Placed,200000
1463,F,19,R,4,4,services,teacher,no,no,yes,yes,78,Private,50,Private,Science,61,Sci&Tech,Yes,67,Mkt&HR,78,Placed,400000
1464,F,22,R,2,3,health,services,no,no,yes,no,56,Central,64,Central,Science,51,Sci&Tech,No,81,Mkt&HR,65,Not Placed,
1465,F,23,U,3,3,services,teacher,yes,no,no,yes,58,Central,67,Central,Science,90,Comm&Mgmt,Yes,75,Mkt&HR,72,Not Placed,
1466,F,19,R,3,2,health,at_home,no,yes,no,yes,55,Private,72,State,Arts,57,Comm&Mgmt,Yes,87,Mkt&HR,65,Not Placed,
1467,M,22,U,4,3,at_home,other,no,yes,no,no,66,Central,92,Private,Arts,80,Comm&Mgmt,No,82,Mkt&Fin,94,Placed,350000
1468,M,19,R,3,4,health,services,yes,no,yes,no,68,Private,58,Central,Science,83,Sci&Tech,No,81,Mkt&Fin,92,Placed,200000
1469,F,21,R,4,1,health,health,yes,yes,yes,no,72,State,67,Private,Arts,54,Comm&Mgmt,Yes,79,Mkt&Fin,76,Placed,400000
1470,F,23,R,4,4,services,health,yes,yes,no,no,60,Central,79,Central,Commerce,54,Comm&Mgmt,No,75,Mkt&Fin,85,Placed,200000
1471,M,22,R,3,1,health,health,no,no,no,yes,65,Central,79,State,Commerce,50,Comm&Mgmt,No,55,Mkt&Fin,80,Not Placed,
1472,M,23,R,2,1,at_home,at_home,no,yes,yes,yes,72,Private,70,Central,Commerce,74,Comm&Mgmt,No,62,Mkt&HR,79,Placed,250000
1473,M,22,U,2,1,health,health,yes,yes,yes,no,65,State,88,State,Commerce,61,Sci&Tech,Yes,93,Mkt&Fin,95,Not Placed,
1474,M,21,R,2,4,teacher,health,yes,no,no,yes,85,Central,75,Central,Commerce,74,Sci&Tech,No,90,Mkt&Fin,59,Placed,250000
1475,M,18,R,3,3,teacher,health,no,no,no,no,73,State,65,Private,Science,60,Comm&Mgmt,No,82,Mkt&Fin,88,Not Placed,
1476,F,21,U,3,1,health,other,no,no,no,no,56,Central,67,Private,Arts,50,Sci&Tech,No,94,Mkt&HR,86,Placed,400000
1477,M,22,U,4,4,at_home,other,yes,no,no,yes,91,State,80,Private,Arts,65,Sci&Tech,Yes,51,Mkt&Fin,75,Not Placed,
1478,F,20,R,2,4,teacher,other,yes,no,no,no,82,State,62,Private,Arts,53,Sci&Tech,No,79,Mkt&HR,95,Placed,250000
1479,F,22,U,2,3,services,at_home,no,no,yes,no,81,Private,65,Private,Commerce,51,Sci&Tech,Yes,79,Mkt&HR,50,Not Placed,
1480,F,20,R,2,3,health,at_home,yes,no,no,no,63,State,56,State,Arts,93,Comm&Mgmt,No,66,Mkt&Fin,77,Not Placed,
1481,M,19,R,1,2,at_home,at_home,yes,no,no,yes,68,Private,53,State,Arts,57,Comm&Mgmt,No,79,Mkt&Fin,82,Placed,400000
1482,M,20,U,4,1,at_home,health,yes,no,yes,no,51,State,77,State,Science,71,Comm&Mgmt,No,63,Mkt&HR,81,Not Placed,
1483,M,18,R,1,3,at_home,health,yes,yes,yes,no,89,Central,77,State,Science,58,Sci&Tech,Yes,88,Mkt&HR,59,Not Placed,
1484,M,23,U,1,4,health,other,no,no,yes,no,69,State,50,Private,Science,50,Comm&Mgmt,Yes,85,Mkt&HR,78,Not Placed,
1485,M,22,R,2,2,services,teacher,yes,no,yes,no,53,State,81,Central,Arts,62,Comm&Mgmt,Yes,81,Mkt&Fin,64,Not Placed,
1486,M,22,U,1,1,at_home,services,yes,no,yes,no,56,Private,68,Central,Arts,74,Sci&Tech,No,56,Mkt&HR,58,Placed,350000
1487,F,18,R,1,1,at_home,teacher,no,no,no,no,82,Private,84,State,Commerce,69,Comm&Mgmt,Yes,59,Mkt&HR,52,Placed,400000
1488,F,19,U,3,4,at_home,other,no,yes,no,yes,67,Central,81,Central,Science,72,Sci&Tech,Yes,77,Mkt&HR,84,Not Placed,
1489,F,18,U,4,3,health,health,no,yes,no,yes,85,State,61,Central,Commerce,92,Comm&Mgmt,No,88,Mkt&Fin,95,Not Placed,
1490,M,22,R,1,1,health,at_home,no,no,no,no,54,State,68,Central,Commerce,55,Comm&Mgmt,Yes,51,Mkt&Fin,75,Not Placed,
1491,M,21,U,4,4,services,at_home,yes,no,no,no,62,State,85,Central,Commerce,86,Sci&Tech,No,79,Mkt&Fin,66,Not Placed,
1492,F,20,U,2,4,health,health,no,yes,no,no,75,State,74,Central,Commerce,95,Comm&Mgmt,Yes,59,Mkt&HR,95,Not Placed,
1493,F,23,R,1,1,teacher,services,no,no,no,yes,56,Private,69,State,Arts,90,Sci&Tech,No,82,Mkt&Fin,82,Not Placed,
1494,M,21,U,2,4,at_home,services,yes,yes,yes,yes,56,Central,55,Private,Science,71,Comm&Mgmt,Yes,54,Mkt&Fin,88,Placed,250000
1495,M,22,R,3,2,at_home,other,no,no,no,yes,55,Private,65,Private,Science,70,Comm&Mgmt,Yes,78,Mkt&HR,54,Not Placed,
1496,F,18,R,4,3,services,other,no,yes,no,yes,65,State,62,State,Commerce,94,Comm&Mgmt,No,68,Mkt&HR,67,Not Placed,
1497,M,20,U,2,1,other,at_home,yes,yes,yes,yes,66,Private,54,State,Science,58,Comm&Mgmt,Yes,79,Mkt&Fin,65,Not Placed,
1498,F,20,R,3,2,health,at_home,no,no,yes,yes,86,Central,53,Private,Commerce,93,Comm&Mgmt,No,85,Mkt&HR,94,Placed,250000
1499,F,21,R,2,4,services,teacher,no,no,yes,yes,73,Private,91,Central,Commerce,66,Sci&Tech,Yes,81,Mkt&HR,95,Not Placed,
1500,F,21,U,1,1,health,teacher,no,no,yes,yes,52,Private,78,State,Science,87,Sci&Tech,No,74,Mkt&Fin,88,Not Placed,
1501,M,23,R,1,1,teacher,health,no,no,no,no,78,Private,69,Private,Science,50,Sci&Tech,Yes,93,Mkt&HR,95,Placed,400000
1502,F,23,U,2,4,teacher,health,no,yes,no,no,70,State,94,State,Commerce,89,Sci&Tech,No,53,Mkt&HR,79,Placed,300000
1503,M,20,R,2,4,health,services,yes,yes,no,yes,86,Private,51,State,Commerce,70,Sci&Tech,No,92,Mkt&Fin,75,Not Placed,
1504,F,19,R,3,4,other,other,yes,no,no,no,92,Central,51,Central,Science,61,Comm&Mgmt,No,95,Mkt&HR,91,Placed,250000
1505,F,21,R,1,2,health,services,no,yes,yes,yes,88,State,63,Central,Arts,85,Sci&Tech,Yes,71,Mkt&HR,92,Placed,350000
1506,M,19,R,4,3,at_home,services,yes,no,no,no,81,Central,52,Central,Arts,64,Comm&Mgmt,No,80,Mkt&HR,78,Placed,400000
1507,F,18,U,1,4,services,other,no,no,yes,yes,67,State,51,State,Arts,72,Sci&Tech,Yes,94,Mkt&Fin,76,Placed,350000
1508,M,20,R,3,1,services,services,yes,yes,yes,no,93,Central,88,Central,Science,65,Sci&Tech,No,84,Mkt&HR,67,Not Placed,
1509,F,18,U,2,4,at_home,at_home,no,no,no,yes,62,Central,93,Private,Commerce,83,Comm&Mgmt,No,86,Mkt&Fin,70,Not Placed,
1510,M,22,U,1,2,services,teacher,yes,yes,no,no,80,Private,65,Private,Science,51,Sci&Tech,Yes,51,Mkt&HR,56,Placed,300000
1511,F,23,U,1,1,health,teacher,yes,no,yes,yes,65,State,80,Private,Science,82,Sci&Tech,Yes,70,Mkt&Fin,52,Not Placed,
1512,F,20,R,4,2,other,other,yes,yes,no,no,79,Private,58,Central,Arts,58,Comm&Mgmt,Yes,63,Mkt&Fin,65,Not Placed,
1513,M,19,U,2,2,health,at_home,no,no,yes,no,89,Private,88,Private,Arts,63,Comm&Mgmt,No,82,Mkt&HR,89,Not Placed,
1514,F,23,R,2,4,services,services,yes,yes,no,yes,66,State,72,Private,Commerce,62,Sci&Tech,Yes,69,Mkt&Fin,54,Placed,250000
1515,M,20,R,4,1,health,health,yes,yes,yes,yes,65,State,55,Central,Arts,66,Comm&Mgmt,No,95,Mkt&Fin,80,Not Placed,
1516,M,20,R,1,2,services,other,no,yes,no,yes,94,Central,58,Private,Commerce,73,Comm&Mgmt,Yes,75,Mkt&Fin,60,Not Placed,
1517,F,23,U,2,3,teacher,other,no,yes,no,no,57,Private,93,Private,Science,57,Comm&Mgmt,No,65,Mkt&Fin,67,Not Placed,
1518,F,19,U,4,2,teacher,health,no,yes,yes,yes,73,Private,57,Private,Science,87,Sci&Tech,Yes,94,Mkt&Fin,90,Placed,250000
1519,F,22,U,4,2,at_home,at_home,no,yes,no,yes,70,Private,57,State,Science,78,Comm&Mgmt,No,82,Mkt&HR,71,Placed,255000
1520,F,20,U,3,2,health,teacher,yes,yes,yes,yes,56,Private,89,Private,Science,80,Sci&Tech,Yes,51,Mkt&Fin,61,Not Placed,
1521,F,20,R,3,4,other,other,no,no,yes,yes,59,Central,51,Central,Commerce,94,Comm&Mgmt,No,76,Mkt&Fin,58,Placed,300000
1522,M,22,R,2,1,teacher,teacher,no,yes,no,yes,52,State,74,State,Arts,76,Sci&Tech,Yes,82,Mkt&Fin,91,Not Placed,
1523,M,19,R,3,4,other,teacher,yes,yes,yes,yes,63,Private,74,State,Arts,60,Comm&Mgmt,Yes,55,Mkt&Fin,95,Placed,350000
1524,F,19,R,1,1,other,health,no,yes,yes,yes,92,State,89,Private,Science,57,Sci&Tech,Yes,74,Mkt&HR,55,Placed,200000
1525,F,20,U,1,4,services,teacher,yes,yes,yes,yes,68,Private,67,State,Arts,58,Sci&Tech,Yes,84,Mkt&HR,63,Not Placed,
1526,F,18,R,2,1,teacher,health,no,no,no,no,72,Private,92,Private,Science,57,Comm&Mgmt,No,52,Mkt&HR,91,Placed,300000
1527,F,23,R,4,3,teacher,services,no,yes,yes,no,59,Central,80,Private,Commerce,51,Comm&Mgmt,No,88,Mkt&HR,79,Placed,400000
1528,F,20,U,1,1,at_home,services,yes,yes,yes,no,72,Central,74,Private,Science,62,Sci&Tech,No,55,Mkt&Fin,90,Not Placed,
1529,M,18,R,3,4,teacher,at_home,yes,yes,yes,no,58,Private,66,State,Arts,68,Sci&Tech,Yes,79,Mkt&HR,55,Not Placed,
